year,state,seat_number,incumbent_running,incumbent_first_elected,democrat_running,republican_running,redistricted
2000,Alabama,1,REP,1984,FALSE,TRUE,FALSE
2000,Alabama,2,REP,1992,TRUE,TRUE,FALSE
2000,Alabama,3,REP,1996,FALSE,TRUE,FALSE
2000,Alabama,4,REP,1996,TRUE,TRUE,FALSE
2000,Alabama,5,DEM,1990,TRUE,FALSE,FALSE
2000,Alabama,6,REP,1992,FALSE,TRUE,FALSE
2000,Alabama,7,DEM,1992,TRUE,TRUE,FALSE
2000,Alaska,1,REP,1973,TRUE,TRUE,FALSE
2000,Arizona,1,None,1994,TRUE,TRUE,FALSE
2000,Arizona,2,DEM,1991,TRUE,TRUE,FALSE
2000,Arizona,3,REP,1976,TRUE,TRUE,FALSE
2000,Arizona,4,REP,1994,TRUE,TRUE,FALSE
2000,Arizona,5,REP,1984,TRUE,TRUE,FALSE
2000,Arizona,6,REP,1994,TRUE,TRUE,FALSE
2000,Arkansas,1,DEM,1996,TRUE,TRUE,FALSE
2000,Arkansas,2,DEM,1996,TRUE,TRUE,FALSE
2000,Arkansas,3,REP,1996,FALSE,TRUE,FALSE
2000,Arkansas,4,REP,1992,TRUE,TRUE,FALSE
2000,California,1,DEM,1998,TRUE,TRUE,FALSE
2000,California,2,REP,1988,TRUE,TRUE,FALSE
2000,California,3,REP,1998,TRUE,TRUE,FALSE
2000,California,4,REP,1990,TRUE,TRUE,FALSE
2000,California,5,DEM,1978,TRUE,TRUE,FALSE
2000,California,6,DEM,1992,TRUE,TRUE,FALSE
2000,California,7,DEM,1974,TRUE,TRUE,FALSE
2000,California,8,DEM,1987,TRUE,TRUE,FALSE
2000,California,9,DEM,1998,TRUE,TRUE,FALSE
2000,California,10,DEM,1996,TRUE,TRUE,FALSE
2000,California,11,REP,1992,TRUE,TRUE,FALSE
2000,California,12,DEM,1980,TRUE,TRUE,FALSE
2000,California,13,DEM,1972,TRUE,TRUE,FALSE
2000,California,14,DEM,1992,TRUE,TRUE,FALSE
2000,California,15,None,1995,TRUE,TRUE,FALSE
2000,California,16,DEM,1994,TRUE,TRUE,FALSE
2000,California,17,DEM,1993,TRUE,TRUE,FALSE
2000,California,18,DEM,1989,TRUE,TRUE,FALSE
2000,California,19,REP,1994,TRUE,TRUE,FALSE
2000,California,20,DEM,1990,TRUE,TRUE,FALSE
2000,California,21,REP,1978,TRUE,TRUE,FALSE
2000,California,22,DEM,1998,TRUE,TRUE,FALSE
2000,California,23,REP,1986,TRUE,TRUE,FALSE
2000,California,24,DEM,1996,TRUE,TRUE,FALSE
2000,California,25,REP,1992,TRUE,TRUE,FALSE
2000,California,26,DEM,1982,TRUE,TRUE,FALSE
2000,California,27,REP,1996,TRUE,TRUE,FALSE
2000,California,28,REP,1980,TRUE,TRUE,FALSE
2000,California,29,DEM,1974,TRUE,TRUE,FALSE
2000,California,30,DEM,1992,TRUE,TRUE,FALSE
2000,California,31,None,1982,TRUE,TRUE,FALSE
2000,California,32,DEM,1978,TRUE,TRUE,FALSE
2000,California,33,DEM,1992,TRUE,TRUE,FALSE
2000,California,34,DEM,1998,TRUE,TRUE,FALSE
2000,California,35,DEM,1990,TRUE,TRUE,FALSE
2000,California,36,REP,1998,TRUE,TRUE,FALSE
2000,California,37,DEM,1996,TRUE,TRUE,FALSE
2000,California,38,REP,1992,TRUE,TRUE,FALSE
2000,California,39,REP,1992,TRUE,TRUE,FALSE
2000,California,40,REP,1978,TRUE,TRUE,FALSE
2000,California,41,REP,1998,TRUE,TRUE,FALSE
2000,California,42,DEM,1999,TRUE,TRUE,FALSE
2000,California,43,REP,1992,TRUE,TRUE,FALSE
2000,California,44,REP,1998,TRUE,TRUE,FALSE
2000,California,45,REP,1988,TRUE,TRUE,FALSE
2000,California,46,DEM,1996,TRUE,TRUE,FALSE
2000,California,47,REP,1988,TRUE,TRUE,FALSE
2000,California,48,None,1982,TRUE,TRUE,FALSE
2000,California,49,REP,1994,TRUE,TRUE,FALSE
2000,California,50,DEM,1992,TRUE,TRUE,FALSE
2000,California,51,REP,1990,TRUE,TRUE,FALSE
2000,California,52,REP,1980,TRUE,TRUE,FALSE
2000,Colorado,1,DEM,1996,TRUE,TRUE,FALSE
2000,Colorado,2,DEM,1998,TRUE,TRUE,FALSE
2000,Colorado,3,REP,1992,TRUE,TRUE,FALSE
